Fecha,Hidráulica,Eólica,Solar fotovoltaica,Solar térmica,Hidroeólica,Otras renovables,Residuos renovables,Generación renovable,Turbinación bombeo,Nuclear,Ciclo combinado,Carbón,Motores diésel,Turbina de gas,Turbina de vapor,Fuel + Gas,Cogeneración,Residuos no renovables,Generación no renovable,Consumos en bombeo,Importación Francia,Importación Portugal,Importación Marruecos,Importación Andorra,Exportación Francia,Exportación Portugal,Exportación Marruecos,Exportación Andorra,Saldo I. internacionales,Demanda
2018-05-21,128.954094,31.457416000000002,25.37313,11.486184999999999,0.045965000000000006,8.969318999999999,0.690354,206.976463,2.120171,120.97014999999999,117.369118,98.836448,8.650117,3.8574569999999997,6.911821,0.0,79.543212,3.7841210000000003,442.042615,-3.83595,50.152750999999995,19.193984,0.0,0.0,-0.75198,-10.62032,-13.7858,-0.16793,44.020705,689.203833
2018-05-22,115.051755,33.154977,29.506103,18.407754,0.043851999999999995,9.457038,0.6511875,206.27266650000004,6.285782,120.914792,119.639402,108.62259900000001,8.584626,3.423904,6.937188,0.0,79.506199,3.9022335,457.81672549999996,-1.0284010000000001,60.508532,20.898602,0.0,0.0,-1.66469,-6.061879,-18.661,-0.22347999999999998,54.796085,717.857076
2018-05-23,126.63727,48.568803,23.36399,6.69176,0.0407,10.145368000000001,0.6389235,216.0868145,6.099574,120.887643,130.23798,117.356482,8.452609,4.015908,6.2999920000000005,0.0,78.49185700000001,4.5174104999999996,476.3594555,1.0489760000000001,56.488437,12.850192,0.0,0.0,-0.36345,-16.401413,-17.6639,-0.43505,34.474816,727.970062
2018-05-24,105.568862,92.310851,22.040975,5.21012,0.049466,9.464377,0.8297545000000001,235.4744055,0.916504,120.643233,104.489651,125.65899,8.650142,3.1124989999999997,7.340609000000001,0.0,79.037052,4.7889305,454.63761049999994,-1.833113,62.46997,10.703884,0.0,0.0,-0.10047700000000001,-14.611766,-17.996299999999998,-0.16756000000000001,40.297751,728.576654
2018-05-25,105.376801,106.229805,19.835815,5.955641,0.050757,9.444249,0.933528,247.82659600000002,0.547298,120.92050900000001,95.829498,135.729439,8.739894,2.9507489999999996,6.775464,-1e-06,79.82659299999999,4.895734999999999,456.21517800000004,-4.329129,57.202143,9.864124,0.0,0.0,-0.431546,-27.659726,-16.1445,-0.30351,22.526985,722.23963
2018-05-26,91.911307,53.924882,24.3526,12.489246999999999,0.043177999999999994,9.753486,0.9361,193.41080000000005,1.234137,121.045772,81.712864,121.779015,8.794044,2.409929,6.565904000000001,0.0,76.010879,5.3005640000000005,424.853108,-3.5864520000000004,60.191307,8.519748,0.0,0.0,-0.047654,-23.605137,-14.6615,-0.24395,30.152814,644.83027
2018-05-27,88.15869,50.533018,21.859904,8.598040000000001,0.047477,9.420788,0.9528049999999999,179.57072200000002,1.67986,112.518018,62.522948,108.5599,8.577683,1.891962,5.447292999999999,0.0,74.754846,5.280704,381.2332140000001,-9.511719999999999,52.995559,13.027648,0.2119,0.0,-0.557991,-14.709496,-10.3698,-0.14702,40.4508,591.7430159999999
2018-05-28,116.12570699999999,67.407078,20.310836,10.487981,0.079429,9.58709,0.9307645,224.92888549999998,1.270631,96.269875,95.464542,134.33771299999998,8.311967000000001,2.853636,6.394667999999999,0.0,77.880893,5.2844215000000005,428.06834649999996,-1.524329,55.227484,15.0848,0.136,0.0,-0.236829,-10.876309,-7.797899999999999,-0.24528,51.291966,702.764869
2018-05-29,124.80314,42.519938,21.009228,6.147987,0.084335,9.773792,0.937515,205.275935,4.017091,96.29300500000001,106.273815,148.87350099999998,7.853161,3.421939,5.74058,0.0,77.223009,5.442359000000001,455.13846000000007,-1.457021,58.230743000000004,20.149684,0.0121,0.0,-0.007833,-7.0602030000000005,-10.742700000000001,-0.25374,60.328051,719.285425
2018-05-30,111.40891400000001,59.682930999999996,20.849805,7.191953000000001,0.08732599999999999,9.779515,0.9517455,209.9521895,2.2038870000000004,96.432973,115.693477,148.94151399999998,7.474977,2.545343,5.246401,0.0,79.651307,5.4850665,463.6749455000001,-3.132016,52.385516,15.895628,0.056600000000000004,0.0,-0.020609000000000002,-12.930848,-11.036100000000001,-0.31811,44.032077,714.527196
